Country,Year,Production
Côte d'Ivoire,2008,13.83
Côte d'Ivoire,2009,13.820000000000002
Côte d'Ivoire,2010,14.58
Côte d'Ivoire,2011,14.15
Côte d'Ivoire,2012,14.579999999999998
Côte d'Ivoire,2013,15.01
Croatia,1991,0.0
Croatia,1992,35.86
Croatia,1993,30.520000000000003
Croatia,1994,32.62
Croatia,1995,35.06
Croatia,1996,29.45
Croatia,1997,33.14
Croatia,1998,28.75
Croatia,1999,33.47
Croatia,2000,35.660000000000004
Croatia,2001,35.550000000000004
Croatia,2002,40.45
Croatia,2003,42.39
Croatia,2004,49.18000000000001
Croatia,2005,49.75
Croatia,2006,57.86999999999999
Croatia,2007,62.64
Croatia,2008,62.6
Croatia,2009,67.18
Croatia,2010,60.959999999999994
Croatia,2011,60.550000000000004
Croatia,2012,68.68
Croatia,2013,66.3
Cuba,1991,33.76
Cuba,1992,23.509999999999998
Cuba,1993,24.41
Cuba,1994,24.54
Cuba,1995,24.05
Cuba,1996,25.15
Cuba,1997,24.060000000000002
Cuba,1998,26.520000000000003
Cuba,1999,29.97
Cuba,2000,29.489999999999995
Cuba,2001,29.54
Cuba,2002,31.33
Cuba,2003,30.47
Cuba,2004,34.06
Cuba,2005,30.339999999999996
Cuba,2006,37.31999999999999
Cuba,2007,41.13
Cuba,2008,49.839999999999996
Cuba,2009,53.8
Cuba,2010,50.47
Cuba,2011,49.7
Cuba,2012,49.760000000000005
Cuba,2013,53.93
Cyprus,1991,74.49000000000001
Cyprus,1992,82.00999999999999
Cyprus,1993,82.02
Cyprus,1994,84.82
Cyprus,1995,85.09
Cyprus,1996,83.59
Cyprus,1997,85.19
Cyprus,1998,85.1
Cyprus,1999,88.32000000000001
Cyprus,2000,87.94
Cyprus,2001,86.14999999999999
Cyprus,2002,87.82
Cyprus,2003,81.94999999999999
Cyprus,2004,80.84
Cyprus,2005,84.1
Cyprus,2006,80.69
Cyprus,2007,82.42
Cyprus,2008,79.99
Cyprus,2009,78.80000000000001
Cyprus,2010,78.73
Cyprus,2011,79.55
Cyprus,2012,80.78
Cyprus,2013,75.58
Czechia,1991,0.0
Czechia,1992,0.0
Czechia,1993,94.7
Czechia,1994,78.71000000000001
Czechia,1995,84.16
Czechia,1996,84.1
Czechia,1997,80.48
Czechia,1998,83.16
Czechia,1999,81.12
Czechia,2000,77.32
Czechia,2001,77.4
Czechia,2002,78.14
Czechia,2003,80.55
Czechia,2004,87.15
Czechia,2005,88.01
Czechia,2006,85.33
Czechia,2007,86.07
Czechia,2008,84.58000000000001
Czechia,2009,84.52
Czechia,2010,83.7
Czechia,2011,81.00999999999999
Czechia,2012,74.95
Czechia,2013,72.81
Czechoslovakia,1991,85.58
Czechoslovakia,1992,84.48
Czechoslovakia,1993,0.0
Czechoslovakia,1994,0.0
Czechoslovakia,1995,0.0
Czechoslovakia,1996,0.0
Czechoslovakia,1997,0.0
Czechoslovakia,1998,0.0
Czechoslovakia,1999,0.0
Czechoslovakia,2000,0.0
Czechoslovakia,2001,0.0
Czechoslovakia,2002,0.0
Czechoslovakia,2003,0.0
Czechoslovakia,2004,0.0
Czechoslovakia,2005,0.0
Czechoslovakia,2006,0.0
Czechoslovakia,2007,0.0
Czechoslovakia,2008,0.0
Czechoslovakia,2009,0.0
Czechoslovakia,2010,0.0
Czechoslovakia,2011,0.0
Czechoslovakia,2012,0.0
Czechoslovakia,2013,0.0
Democratic People's Republic of Korea,1991,17.11
Democratic People's Republic of Korea,1992,12.63
Democratic People's Republic of Korea,1993,10.92
Democratic People's Republic of Korea,1994,9.45
Democratic People's Republic of Korea,1995,8.629999999999999
Democratic People's Republic of Korea,1996,7.840000000000001
Democratic People's Republic of Korea,1997,6.49
Democratic People's Republic of Korea,1998,7.869999999999999
Democratic People's Republic of Korea,1999,9.5
Democratic People's Republic of Korea,2000,11.27
Democratic People's Republic of Korea,2001,13.34
Democratic People's Republic of Korea,2002,15.790000000000001
Democratic People's Republic of Korea,2003,14.28
Democratic People's Republic of Korea,2004,14.340000000000002
Democratic People's Republic of Korea,2005,14.48
Democratic People's Republic of Korea,2006,13.940000000000001
Democratic People's Republic of Korea,2007,13.42
Democratic People's Republic of Korea,2008,12.950000000000001
Democratic People's Republic of Korea,2009,13.3
Democratic People's Republic of Korea,2010,13.319999999999999
Democratic People's Republic of Korea,2011,13.9
Democratic People's Republic of Korea,2012,13.969999999999999
Democratic People's Republic of Korea,2013,13.979999999999999
Denmark,1991,100.77
Denmark,1992,102.41
Denmark,1993,100.31
Denmark,1994,100.44999999999999
Denmark,1995,101.58
Denmark,1996,102.38
Denmark,1997,97.66
Denmark,1998,108.42
Denmark,1999,68.03999999999999
Denmark,2000,69.83
Denmark,2001,72.62
Denmark,2002,83.56
Denmark,2003,77.3
Denmark,2004,72.22999999999999
Denmark,2005,92.52
Denmark,2006,79.16
Denmark,2007,89.91
Denmark,2008,78.42999999999999
Denmark,2009,66.4
Denmark,2010,76.05
Denmark,2011,75.42
Denmark,2012,76.25
Denmark,2013,81.88
Djibouti,1991,14.09
Djibouti,1992,14.16
Djibouti,1993,15.13
Djibouti,1994,14.44
Djibouti,1995,14.07
Djibouti,1996,13.86
Djibouti,1997,13.86
Djibouti,1998,13.300000000000002
Djibouti,1999,13.72
Djibouti,2000,16.58
Djibouti,2001,16.19
Djibouti,2002,15.270000000000001
Djibouti,2003,16.02
Djibouti,2004,16.389999999999997
Djibouti,2005,21.51
Djibouti,2006,28.6
Djibouti,2007,33.99
Djibouti,2008,27.64
Djibouti,2009,19.799999999999997
Djibouti,2010,16.77
Djibouti,2011,15.389999999999999
Djibouti,2012,20.14
Djibouti,2013,18.34
Dominica,1991,53.5
Dominica,1992,64.19999999999999
Dominica,1993,64.03999999999999
Dominica,1994,62.88
Dominica,1995,63.71
Dominica,1996,64.69999999999999
Dominica,1997,60.42999999999999
Dominica,1998,52.75
Dominica,1999,48.72
Dominica,2000,67.56
Dominica,2001,66.44
Dominica,2002,67.57
Dominica,2003,63.06
Dominica,2004,71.22999999999999
Dominica,2005,68.22999999999999
Dominica,2006,62.56
Dominica,2007,63.04
Dominica,2008,65.87
Dominica,2009,61.230000000000004
Dominica,2010,60.29
Dominica,2011,54.730000000000004
Dominica,2012,58.92
Dominica,2013,51.93000000000001
Dominican Republic,1991,30.439999999999998
Dominican Republic,1992,31.97
Dominican Republic,1993,34.0
Dominican Republic,1994,33.84
Dominican Republic,1995,35.01
Dominican Republic,1996,36.29
Dominican Republic,1997,37.29
Dominican Republic,1998,40.540000000000006
Dominican Republic,1999,37.269999999999996
Dominican Republic,2000,40.0
Dominican Republic,2001,38.95
Dominican Republic,2002,36.46
Dominican Republic,2003,32.339999999999996
Dominican Republic,2004,39.62
Dominican Republic,2005,49.06
Dominican Republic,2006,54.92
Dominican Republic,2007,55.89
Dominican Republic,2008,52.65
Dominican Republic,2009,54.9
Dominican Republic,2010,57.67
Dominican Republic,2011,50.47
Dominican Republic,2012,43.67
Dominican Republic,2013,47.2
Ecuador,1991,26.96
Ecuador,1992,27.300000000000004
Ecuador,1993,27.910000000000004
Ecuador,1994,29.769999999999996
Ecuador,1995,31.860000000000003
Ecuador,1996,36.599999999999994
Ecuador,1997,38.84
Ecuador,1998,32.37
Ecuador,1999,35.85
Ecuador,2000,39.41
Ecuador,2001,43.26
Ecuador,2002,44.36
Ecuador,2003,45.230000000000004
Ecuador,2004,44.56
Ecuador,2005,44.09
Ecuador,2006,49.94
Ecuador,2007,54.989999999999995
Ecuador,2008,56.550000000000004
Ecuador,2009,53.12
Ecuador,2010,54.550000000000004
Ecuador,2011,54.34
Ecuador,2012,53.53
Ecuador,2013,53.980000000000004
Egypt,1991,15.889999999999997
Egypt,1992,15.980000000000002
Egypt,1993,16.02
Egypt,1994,18.259999999999998
Egypt,1995,18.95
Egypt,1996,18.560000000000002
Egypt,1997,21.17
Egypt,1998,21.51
Egypt,1999,21.96
Egypt,2000,22.880000000000003
Egypt,2001,20.04
Egypt,2002,20.67
Egypt,2003,20.919999999999998
Egypt,2004,21.73
Egypt,2005,23.009999999999998
Egypt,2006,26.240000000000002
Egypt,2007,28.410000000000004
Egypt,2008,25.45
Egypt,2009,26.88
Egypt,2010,29.120000000000005
Egypt,2011,27.880000000000003
Egypt,2012,29.12
Egypt,2013,30.470000000000002
El Salvador,1991,13.139999999999999
El Salvador,1992,13.84
El Salvador,1993,15.04
El Salvador,1994,14.68
El Salvador,1995,15.59
El Salvador,1996,16.13
El Salvador,1997,17.15
El Salvador,1998,17.17
El Salvador,1999,17.529999999999998
El Salvador,2000,21.03
El Salvador,2001,22.99
El Salvador,2002,25.56
El Salvador,2003,23.39
El Salvador,2004,25.310000000000002
El Salvador,2005,27.3
El Salvador,2006,29.73
El Salvador,2007,29.98
El Salvador,2008,28.110000000000003
El Salvador,2009,28.17
El Salvador,2010,29.410000000000004
El Salvador,2011,28.28
El Salvador,2012,29.2
El Salvador,2013,29.04
Estonia,1991,0.0
Estonia,1992,61.12
Estonia,1993,51.36
Estonia,1994,52.96
Estonia,1995,49.4
Estonia,1996,57.55
Estonia,1997,54.019999999999996
Estonia,1998,61.60999999999999
Estonia,1999,59.03
Estonia,2000,59.31
Estonia,2001,61.03
Estonia,2002,64.42
Estonia,2003,61.459999999999994
Estonia,2004,59.41
Estonia,2005,62.9
Estonia,2006,65.96000000000001
Estonia,2007,70.69
Estonia,2008,67.81
Estonia,2009,68.49
Estonia,2010,72.9
Estonia,2011,70.3
Estonia,2012,61.03
Estonia,2013,58.55
Ethiopia,1991,0.0
Ethiopia,1992,0.0
Ethiopia,1993,7.349999999999999
Ethiopia,1994,7.1
Ethiopia,1995,6.839999999999999
Ethiopia,1996,7.24
Ethiopia,1997,7.1
Ethiopia,1998,7.02
Ethiopia,1999,7.14
Ethiopia,2000,6.96
Ethiopia,2001,7.289999999999999
Ethiopia,2002,8.139999999999999
Ethiopia,2003,7.81
Ethiopia,2004,7.77
Ethiopia,2005,7.809999999999999
Ethiopia,2006,8.179999999999998
Ethiopia,2007,8.129999999999999
Ethiopia,2008,8.229999999999999
Ethiopia,2009,7.81
Ethiopia,2010,8.479999999999999
Ethiopia,2011,7.979999999999999
Ethiopia,2012,7.16
Ethiopia,2013,7.06
Ethiopia PDR,1991,10.79
Ethiopia PDR,1992,10.469999999999999
Ethiopia PDR,1993,0.0
Ethiopia PDR,1994,0.0
Ethiopia PDR,1995,0.0
Ethiopia PDR,1996,0.0
Ethiopia PDR,1997,0.0
Ethiopia PDR,1998,0.0
Ethiopia PDR,1999,0.0
Ethiopia PDR,2000,0.0
Ethiopia PDR,2001,0.0
Ethiopia PDR,2002,0.0
Ethiopia PDR,2003,0.0
Ethiopia PDR,2004,0.0
Ethiopia PDR,2005,0.0
Ethiopia PDR,2006,0.0
Ethiopia PDR,2007,0.0
Ethiopia PDR,2008,0.0
Ethiopia PDR,2009,0.0
Ethiopia PDR,2010,0.0
Ethiopia PDR,2011,0.0
Ethiopia PDR,2012,0.0
Ethiopia PDR,2013,0.0
Fiji,1991,42.690000000000005
Fiji,1992,43.53
Fiji,1993,44.25999999999999
Fiji,1994,42.3
Fiji,1995,42.540000000000006
Fiji,1996,42.7
Fiji,1997,43.28
Fiji,1998,40.959999999999994
Fiji,1999,43.92
Fiji,2000,44.870000000000005
Fiji,2001,42.11
Fiji,2002,41.42
Fiji,2003,41.79
Fiji,2004,44.510000000000005
Fiji,2005,45.519999999999996
Fiji,2006,47.019999999999996
Fiji,2007,44.230000000000004
Fiji,2008,44.0
Fiji,2009,38.01
Fiji,2010,38.9
Fiji,2011,44.61
Fiji,2012,52.550000000000004
Fiji,2013,39.58
Finland,1991,61.86
Finland,1992,60.74999999999999
Finland,1993,57.06
Finland,1994,58.55
Finland,1995,62.14
Finland,1996,63.67999999999999
Finland,1997,63.9
Finland,1998,66.73
Finland,1999,66.4
Finland,2000,65.49000000000001
Finland,2001,66.77
Finland,2002,68.3
Finland,2003,69.48
Finland,2004,71.28999999999999
Finland,2005,71.83
Finland,2006,71.12
Finland,2007,75.0
Finland,2008,74.05
Finland,2009,72.88
Finland,2010,74.82
Finland,2011,74.5
Finland,2012,78.25999999999999
Finland,2013,77.52000000000001
France,1991,100.93
France,1992,98.03
France,1993,94.06
France,1994,95.09
France,1995,97.86
France,1996,99.22
France,1997,99.85000000000001
France,1998,101.93
France,1999,98.81
France,2000,100.1
France,2001,101.56
France,2002,98.06
France,2003,96.23
France,2004,91.16
France,2005,88.3
France,2006,83.36
France,2007,83.74000000000001
France,2008,91.02000000000001
France,2009,90.42
France,2010,90.47
France,2011,89.28999999999999
France,2012,89.46000000000001
France,2013,86.77
French Polynesia,1991,87.35
French Polynesia,1992,91.82000000000001
French Polynesia,1993,90.22999999999999
French Polynesia,1994,90.15
French Polynesia,1995,95.07
French Polynesia,1996,91.66
French Polynesia,1997,91.38
French Polynesia,1998,96.59
French Polynesia,1999,94.07
French Polynesia,2000,97.07
French Polynesia,2001,99.08
French Polynesia,2002,103.44
French Polynesia,2003,102.61
French Polynesia,2004,106.83
French Polynesia,2005,102.7
French Polynesia,2006,99.49000000000001
French Polynesia,2007,110.39
French Polynesia,2008,105.41
French Polynesia,2009,103.9
French Polynesia,2010,100.66
French Polynesia,2011,103.14
French Polynesia,2012,100.99000000000001
French Polynesia,2013,101.1
Gabon,1991,57.51000000000001
Gabon,1992,58.230000000000004
Gabon,1993,59.260000000000005
Gabon,1994,59.92000000000001
Gabon,1995,58.97
Gabon,1996,51.959999999999994
Gabon,1997,48.24999999999999
Gabon,1998,50.89
Gabon,1999,49.330000000000005
Gabon,2000,50.60000000000001
Gabon,2001,50.56
Gabon,2002,48.54
Gabon,2003,47.56
Gabon,2004,55.699999999999996
Gabon,2005,62.25
Gabon,2006,65.31
Gabon,2007,63.38
Gabon,2008,60.45
Gabon,2009,62.67
Gabon,2010,63.78999999999999
Gabon,2011,66.46000000000001
Gabon,2012,66.85
Gabon,2013,70.82
Gambia,1991,10.26
Gambia,1992,7.42
Gambia,1993,7.260000000000002
Gambia,1994,8.02
Gambia,1995,6.6499999999999995
Gambia,1996,6.4399999999999995
Gambia,1997,6.4799999999999995
Gambia,1998,6.16
Gambia,1999,6.89
Gambia,2000,8.740000000000002
Gambia,2001,6.09
Gambia,2002,6.02
Gambia,2003,6.44
Gambia,2004,10.11
Gambia,2005,10.830000000000002
Gambia,2006,9.719999999999999
Gambia,2007,10.1
Gambia,2008,7.8500000000000005
Gambia,2009,8.370000000000001
Gambia,2010,8.15
Gambia,2011,8.629999999999999
Gambia,2012,7.82
Gambia,2013,6.41
Georgia,1991,0.0
Georgia,1992,22.810000000000002
Georgia,1993,19.959999999999997
Georgia,1994,19.45
Georgia,1995,27.439999999999998
Georgia,1996,28.02
Georgia,1997,29.14
Georgia,1998,26.950000000000003
Georgia,1999,26.42
Georgia,2000,26.810000000000002
Georgia,2001,26.23
Georgia,2002,28.630000000000003
Georgia,2003,29.869999999999997
Georgia,2004,29.71
Georgia,2005,31.26
Georgia,2006,26.890000000000004
Georgia,2007,28.46
Georgia,2008,27.33
Georgia,2009,24.990000000000002
Georgia,2010,26.86
Georgia,2011,27.400000000000002
Georgia,2012,27.049999999999997
Georgia,2013,27.979999999999997
Germany,1991,87.73000000000002
Germany,1992,86.98
Germany,1993,84.15
Germany,1994,83.83
Germany,1995,81.42999999999999
Germany,1996,84.81
Germany,1997,81.57000000000001
Germany,1998,85.66
Germany,1999,82.92
Germany,2000,82.74000000000001
Germany,2001,81.34
Germany,2002,80.73
Germany,2003,83.11
Germany,2004,82.64999999999999
Germany,2005,82.00999999999999
Germany,2006,82.43
Germany,2007,86.05
Germany,2008,85.71000000000001
Germany,2009,85.96
Germany,2010,87.54
Germany,2011,87.91999999999999
Germany,2012,86.41
Germany,2013,85.93
Ghana,1991,12.24
Ghana,1992,12.090000000000002
Ghana,1993,11.89
Ghana,1994,11.13
Ghana,1995,10.999999999999998
Ghana,1996,9.950000000000001
Ghana,1997,10.17
Ghana,1998,9.600000000000001
Ghana,1999,10.49
Ghana,2000,10.57
Ghana,2001,10.05
Ghana,2002,10.61
Ghana,2003,12.31
Ghana,2004,11.969999999999999
Ghana,2005,12.009999999999998
Ghana,2006,12.3
Ghana,2007,13.91
Ghana,2008,14.23
Ghana,2009,13.49
Ghana,2010,15.01
Ghana,2011,16.909999999999997
Ghana,2012,16.82
Ghana,2013,17.43
Greece,1991,70.73
Greece,1992,73.64
Greece,1993,71.51
Greece,1994,72.66
Greece,1995,80.03
Greece,1996,75.17
Greece,1997,76.17
Greece,1998,75.79
Greece,1999,83.09
Greece,2000,97.60000000000001
Greece,2001,88.72999999999999
Greece,2002,79.99
Greece,2003,82.46000000000001
Greece,2004,77.59
Greece,2005,80.86
Greece,2006,82.0
Greece,2007,77.36000000000001
Greece,2008,77.53
Greece,2009,79.71000000000001
Greece,2010,80.31
Greece,2011,78.35999999999999
Greece,2012,74.88999999999999
Greece,2013,76.6
Grenada,1991,42.4
Grenada,1992,34.27
Grenada,1993,45.78
Grenada,1994,51.13
Grenada,1995,50.64
Grenada,1996,52.739999999999995
Grenada,1997,48.81
Grenada,1998,53.1
Grenada,1999,48.59
Grenada,2000,51.3
Grenada,2001,46.37
Grenada,2002,59.910000000000004
Grenada,2003,56.67
Grenada,2004,57.89
Grenada,2005,67.51
Grenada,2006,71.46
Grenada,2007,56.15
Grenada,2008,59.33
Grenada,2009,63.11
Grenada,2010,59.83
Grenada,2011,60.269999999999996
Grenada,2012,59.809999999999995
Grenada,2013,60.91
Guatemala,1991,13.26
Guatemala,1992,15.34
Guatemala,1993,15.719999999999999
Guatemala,1994,17.72
Guatemala,1995,18.54
Guatemala,1996,18.909999999999997
Guatemala,1997,21.479999999999997
Guatemala,1998,22.8
Guatemala,1999,22.869999999999997
Guatemala,2000,22.46
Guatemala,2001,23.43
Guatemala,2002,26.21
Guatemala,2003,25.6
Guatemala,2004,26.47
Guatemala,2005,26.770000000000003
Guatemala,2006,24.990000000000002
Guatemala,2007,27.5
Guatemala,2008,27.23
Guatemala,2009,27.77
Guatemala,2010,27.59
Guatemala,2011,27.83
Guatemala,2012,26.98
Guatemala,2013,27.39
Guinea,1991,4.8
Guinea,1992,4.91
Guinea,1993,5.24
Guinea,1994,5.239999999999999
Guinea,1995,5.5600000000000005
Guinea,1996,5.5
Guinea,1997,5.6000000000000005
Guinea,1998,5.66
Guinea,1999,5.840000000000001
Guinea,2000,6.07
Guinea,2001,6.160000000000001
Guinea,2002,6.26
Guinea,2003,6.71
Guinea,2004,7.030000000000001
Guinea,2005,7.300000000000001
Guinea,2006,7.5600000000000005
Guinea,2007,7.78
Guinea,2008,7.949999999999999
Guinea,2009,8.66
Guinea,2010,9.25
Guinea,2011,9.76
Guinea,2012,9.98
Guinea,2013,10.4
Guinea-Bissau,1991,14.26
Guinea-Bissau,1992,14.780000000000001
Guinea-Bissau,1993,14.870000000000001
Guinea-Bissau,1994,14.7
Guinea-Bissau,1995,14.389999999999999
Guinea-Bissau,1996,14.76
Guinea-Bissau,1997,14.91
Guinea-Bissau,1998,14.850000000000001
Guinea-Bissau,1999,14.99
Guinea-Bissau,2000,14.93
Guinea-Bissau,2001,14.889999999999999
Guinea-Bissau,2002,14.11
Guinea-Bissau,2003,14.77
Guinea-Bissau,2004,14.64
Guinea-Bissau,2005,14.47
Guinea-Bissau,2006,14.71
Guinea-Bissau,2007,14.81
Guinea-Bissau,2008,15.799999999999999
Guinea-Bissau,2009,15.49
Guinea-Bissau,2010,16.03
Guinea-Bissau,2011,16.839999999999996
Guinea-Bissau,2012,16.57
Guinea-Bissau,2013,16.33
Guyana,1991,12.71
Guyana,1992,23.3
Guyana,1993,25.42
Guyana,1994,25.74
Guyana,1995,25.85
Guyana,1996,26.68
Guyana,1997,29.16
Guyana,1998,29.840000000000003
Guyana,1999,33.21
Guyana,2000,37.14
Guyana,2001,31.41
Guyana,2002,32.78
Guyana,2003,37.53
Guyana,2004,37.940000000000005
Guyana,2005,35.88
Guyana,2006,33.43
Guyana,2007,39.370000000000005
Guyana,2008,37.11
Guyana,2009,41.66
Guyana,2010,38.92
Guyana,2011,40.980000000000004
Guyana,2012,42.620000000000005
Guyana,2013,43.800000000000004
Haiti,1991,8.170000000000002
Haiti,1992,8.53
Haiti,1993,8.840000000000002
Haiti,1994,9.030000000000001
Haiti,1995,9.27
Haiti,1996,10.43
Haiti,1997,11.03
Haiti,1998,12.440000000000001
Haiti,1999,13.899999999999999
Haiti,2000,13.010000000000002
Haiti,2001,13.71
Haiti,2002,14.84
Haiti,2003,15.330000000000002
Haiti,2004,13.36
Haiti,2005,14.21
Haiti,2006,13.61
Haiti,2007,14.29
Haiti,2008,14.39
Haiti,2009,14.58
Haiti,2010,16.24
Haiti,2011,18.24
Haiti,2012,18.54
Haiti,2013,18.009999999999998
Honduras,1991,14.35
Honduras,1992,15.920000000000002
Honduras,1993,14.799999999999999
Honduras,1994,19.96
Honduras,1995,21.28
Honduras,1996,22.299999999999997
Honduras,1997,23.130000000000003
Honduras,1998,21.7
Honduras,1999,23.639999999999997
Honduras,2000,25.18
Honduras,2001,23.810000000000002
Honduras,2002,28.47
Honduras,2003,30.99
Honduras,2004,32.2
Honduras,2005,35.129999999999995
Honduras,2006,34.31
Honduras,2007,35.709999999999994
Honduras,2008,36.4
Honduras,2009,33.900000000000006
Honduras,2010,33.24
Honduras,2011,34.620000000000005
Honduras,2012,33.0
Honduras,2013,34.01
Hungary,1991,104.9
Hungary,1992,106.5
Hungary,1993,98.20000000000002
Hungary,1994,91.77
Hungary,1995,84.8
Hungary,1996,81.93
Hungary,1997,81.72
Hungary,1998,80.85000000000001
Hungary,1999,83.9
Hungary,2000,94.30000000000001
Hungary,2001,88.57
Hungary,2002,97.28
Hungary,2003,88.42
Hungary,2004,90.34
Hungary,2005,83.97999999999999
Hungary,2006,84.66
Hungary,2007,83.25999999999999
Hungary,2008,80.75999999999999
Hungary,2009,78.58
Hungary,2010,70.74
Hungary,2011,73.82
Hungary,2012,72.08
Hungary,2013,65.03999999999999
Iceland,1991,65.85
Iceland,1992,65.42999999999999
Iceland,1993,69.83
Iceland,1994,69.02999999999999
Iceland,1995,70.0
Iceland,1996,59.83
Iceland,1997,69.47999999999999
Iceland,1998,73.0
Iceland,1999,79.86999999999999
Iceland,2000,81.66
Iceland,2001,80.41
Iceland,2002,84.65
Iceland,2003,85.97999999999999
Iceland,2004,84.11000000000001
Iceland,2005,83.53
Iceland,2006,89.66000000000001
Iceland,2007,94.21000000000001
Iceland,2008,92.66
Iceland,2009,86.72
Iceland,2010,82.17
Iceland,2011,87.39
Iceland,2012,89.45
Iceland,2013,93.34
India,1991,4.22
India,1992,4.22
India,1993,4.23
India,1994,4.180000000000001
India,1995,4.1000000000000005
India,1996,4.08
India,1997,4.0200000000000005
India,1998,4.0600000000000005
India,1999,4.050000000000001
India,2000,3.9800000000000004
India,2001,4.029999999999999
India,2002,4.07
India,2003,4.09
India,2004,4.18
India,2005,4.13
India,2006,4.16
India,2007,4.35
India,2008,4.41
India,2009,4.4399999999999995
India,2010,4.38
India,2011,4.140000000000001
India,2012,4.11
India,2013,3.69
Indonesia,1991,8.64
Indonesia,1992,9.1
Indonesia,1993,9.77
Indonesia,1994,10.349999999999998
Indonesia,1995,9.87
Indonesia,1996,10.47
Indonesia,1997,10.379999999999999
Indonesia,1998,8.489999999999998
Indonesia,1999,7.96
Indonesia,2000,8.37
Indonesia,2001,8.690000000000001
Indonesia,2002,9.7
Indonesia,2003,10.059999999999999
Indonesia,2004,10.53
Indonesia,2005,10.04
Indonesia,2006,10.99
Indonesia,2007,10.870000000000001
Indonesia,2008,11.25
Indonesia,2009,11.55
Indonesia,2010,12.32
Indonesia,2011,12.86
Indonesia,2012,12.969999999999999
Indonesia,2013,13.54
Iran (Islamic Republic of),1991,20.16
Iran (Islamic Republic of),1992,22.1
Iran (Islamic Republic of),1993,23.27
Iran (Islamic Republic of),1994,22.78
Iran (Islamic Republic of),1995,22.689999999999998
Iran (Islamic Republic of),1996,24.22
Iran (Islamic Republic of),1997,24.700000000000003
Iran (Islamic Republic of),1998,24.99
Iran (Islamic Republic of),1999,23.21
Iran (Islamic Republic of),2000,23.87
Iran (Islamic Republic of),2001,25.169999999999998
Iran (Islamic Republic of),2002,25.409999999999997
Iran (Islamic Republic of),2003,27.82
Iran (Islamic Republic of),2004,29.09
Iran (Islamic Republic of),2005,29.58
Iran (Islamic Republic of),2006,30.55
Iran (Islamic Republic of),2007,32.3
Iran (Islamic Republic of),2008,30.96
Iran (Islamic Republic of),2009,36.019999999999996
Iran (Islamic Republic of),2010,34.85
Iran (Islamic Republic of),2011,35.370000000000005
Iran (Islamic Republic of),2012,33.03
Iran (Islamic Republic of),2013,32.879999999999995
Iraq,1991,5.25
Iraq,1992,7.54
Iraq,1993,7.9799999999999995
Iraq,1994,6.67
Iraq,1995,5.609999999999999
Iraq,1996,4.75
Iraq,1997,4.88
Iraq,1998,4.609999999999999
Iraq,1999,5.37
Iraq,2000,6.4399999999999995
Iraq,2001,6.48
Iraq,2002,6.799999999999999
Iraq,2003,3.9299999999999997
Iraq,2004,5.64
Iraq,2005,7.41
Iraq,2006,7.82
Iraq,2007,10.469999999999999
Iraq,2008,11.48
Iraq,2009,16.15
Iraq,2010,14.48
Iraq,2011,18.88
Iraq,2012,18.05
Iraq,2013,19.67
Ireland,1991,93.23
Ireland,1992,90.66
Ireland,1993,86.12
Ireland,1994,83.78999999999999
Ireland,1995,84.64
Ireland,1996,84.83000000000001
Ireland,1997,88.83
Ireland,1998,95.69000000000001
Ireland,1999,104.57999999999998
Ireland,2000,95.12
Ireland,2001,98.31
Ireland,2002,101.11
Ireland,2003,99.01
Ireland,2004,101.87
Ireland,2005,100.9
Ireland,2006,101.10000000000001
Ireland,2007,92.43
Ireland,2008,89.54
Ireland,2009,87.64
Ireland,2010,82.13
Ireland,2011,77.95
Ireland,2012,83.17
Ireland,2013,86.69
Israel,1991,61.78
Israel,1992,61.15
Israel,1993,63.67999999999999
Israel,1994,70.92
Israel,1995,66.84
Israel,1996,68.77000000000001
Israel,1997,69.49
Israel,1998,68.21000000000001
Israel,1999,68.31
Israel,2000,85.31
Israel,2001,91.8
Israel,2002,99.16
Israel,2003,99.88000000000001
Israel,2004,100.88000000000001
Israel,2005,101.03
Israel,2006,102.60000000000001
Israel,2007,99.22999999999999
Israel,2008,102.1
Israel,2009,96.09
Israel,2010,97.58000000000001
Israel,2011,99.09
Israel,2012,98.28
Israel,2013,95.15
Italy,1991,86.43
Italy,1992,86.51000000000002
Italy,1993,87.85
Italy,1994,87.42
Italy,1995,84.05
Italy,1996,87.46000000000001
Italy,1997,85.53999999999999
Italy,1998,88.34
Italy,1999,88.47999999999999
Italy,2000,88.66
Italy,2001,90.13
Italy,2002,89.26
Italy,2003,86.33
Italy,2004,85.63
Italy,2005,84.55
Italy,2006,85.02000000000001
Italy,2007,87.73
Italy,2008,85.97999999999999
Italy,2009,87.63999999999999
Italy,2010,89.47
Italy,2011,86.63999999999999
Italy,2012,86.52
Italy,2013,84.04
Jamaica,1991,43.37
Jamaica,1992,45.120000000000005
Jamaica,1993,47.31
Jamaica,1994,41.83
Jamaica,1995,39.17
Jamaica,1996,52.06
Jamaica,1997,54.839999999999996
Jamaica,1998,54.53999999999999
Jamaica,1999,55.239999999999995
Jamaica,2000,54.31999999999999
Jamaica,2001,54.84
Jamaica,2002,57.3
Jamaica,2003,62.43
Jamaica,2004,62.81
Jamaica,2005,62.17
Jamaica,2006,60.379999999999995
Jamaica,2007,64.77
Jamaica,2008,64.12
Jamaica,2009,59.11
Jamaica,2010,68.84
Jamaica,2011,62.22
Jamaica,2012,62.8
Jamaica,2013,61.76
